File Name,District,Health Center,Drug Name,Date,Transaction Type,Transacting Party,Receipt,Issuance,Adjustment,Stock Balance,Notes,Units,Balanced?,Was
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,2/28/08,Issuance,,,30,,50,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,2/28/08,Physical Count,,,,,50,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,3/1/08,Issuance,,,30,,20,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,3/12/08,Issuance,,,2,,18,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,3/21/08,Receipt,,18,,,0,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,3/31/08,Physical Count,,,,,0,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,4/30/08,Physical Count,,,,,0,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/9/08,Receipt,,60,,,60,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/9/08,Issuance,,,30,,30,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/15/08,Issuance,,,10,,20,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/15/08,Issuance,,,2,,18,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/18/08,Issuance,,,10,,8,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/20/08,Issuance,,,8,,0,,,,0
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/30/08,Physical Count,,,0,,0,UNCLEAR UNITS,,,0
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,5/9/08,Receipt,,60,,,60,,,,0
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,5/9/08,Issuance,,,30,,30,,,,0
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,5/14/08,Issuance,,,30,,0,UNCLEAR UNITS,,,0
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,5/31/08,Physical Count,,,,,0,,,,0
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,6/12/08,Receipt,,60,,,60,,,,0
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,6/12/08,Issuance,,,30,,30,,,,0
kapichilasenga.H.C-18-5-2009 artemether-lumefantrine 6s'-1,Chama,Kapichilasenga (Chama),Coartem 6,5/1/09,Physical Count,,,,,0,UNCLEAR UNITS and UNREADABLE,,,0
lundu-H.C-21-5-2009-artemether-lumefantrine 24s-1,Chama,Lundu (Chama),Coartem 24,5/2/09,Physical Count,,,,,150,,,,0
lundu-H.C-21-5-2009-artemether-lumefantrine 24s-1,Chama,Lundu (Chama),Coartem 24,5/18/09,Issuance,,,30,,120,,Doses,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 6s-1,Chama,Mapamba (Chama),Coartem 6,5/1/09,Physical Count,,,,,60,,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 6s-1,Chama,Mapamba (Chama),Coartem 6,5/5/09,Issuance,,,30,,30,,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 6s-1,Chama,Mapamba (Chama),Coartem 6,5/15/09,Issuance,,,30,,0,,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 6s-1,Chama,Mapamba (Chama),Coartem 6,5/31/09,Physical Count,,,,,0,,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 6s-1,Chama,Mapamba (Chama),Coartem 6,6/13/09,Adjustment,,,,30,30,UNREADABLE,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 12s-1,Chama,Mapamba (Chama),Coartem 12,9-May,Physical Count,,,,,60,Dates cut off,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 12s-1,Chama,Mapamba (Chama),Coartem 12,9-May,Issuance,,,30,,30,Dates cut off,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 12s-1,Chama,Mapamba (Chama),Coartem 12,9-May,Issuance,,,30,,0,Dates cut off,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 12s-1,Chama,Mapamba (Chama),Coartem 12,9-May,Physical Count,,,,,0,Dates cut off,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 12s-1,Chama,Mapamba (Chama),Coartem 12,9-Jun,Adjustment,,,,30,30,Dates cut off,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 18s-1,Chama,Mapamba (Chama),Coartem 18,5/1/09,Physical Count,,,,,60,,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 18s-1,Chama,Mapamba (Chama),Coartem 18,5/5/09,Issuance,,,30,,30,,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 18s-1,Chama,Mapamba (Chama),Coartem 18,5/15/09,Issuance,,,30,,0,,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 18s-1,Chama,Mapamba (Chama),Coartem 18,5/31/09,Physical Count,,,,,0,,,,0
mapamba-H.C-17-06-2009-artemether-lumefantrine 18s-1,Chama,Mapamba (Chama),Coartem 18,6/13/09,Adjustment,,,,30,30,,,,0
mphyanakunda-H.C-19-06-2009-artemether 12s-1,Chama,Mphyanakunda (Chama),Coartem 12,5/29/09,Receipt,,90,,,90,,,,0
mphyanakunda-H.C-19-06-2009-artemether 12s-1,Chama,Mphyanakunda (Chama),Coartem 12,6/5/09,Issuance,,,30,,60,,,,0
mphyanakunda-H.C-19-06-2009-artemether 12s-1,Chama,Mphyanakunda (Chama),Coartem 12,6/24/09,Physical Count,,,,,60,,,,0
mphyanakunda-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Mphyanakunda (Chama),Coartem 6,4/28/09,Physical Count,,,,,20,,,,0
mphyanakunda-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Mphyanakunda (Chama),Coartem 6,9-May,Receipt,,30,,,50,Dates cut off,,,0
mphyanakunda-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Mphyanakunda (Chama),Coartem 6,9-Jun,Physical Count,,,,,50,Dates cut off,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Physical Count,,,,,10,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,,10,,0,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Receipt,,60,,,60,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,,12,,48,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,,4,,44,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Physical Count,,,,,44,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,,10,,34,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,,10,,24,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,,12,,12,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,,7,,5,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,,5,,0,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Physical Count,,,,,0,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/10/09,Physical Count,,,,,12,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/11/09,Issuance,,,8,,4,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/12/09,Issuance,,,4,,0,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/21/09,Receipt,,90,,,90,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/24/09,Issuance,,,12,,78,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/25/09,Issuance,,,10,,68,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/26/09,Issuance,,,12,,56,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/27/09,Issuance,,,10,,46,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/28/09,Issuance,,,10,,36,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,5/2/09,Physical Count,,,,,36,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,5/4/09,Issuance,,,10,,26,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,5/6/09,Issuance,,,10,,16,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,5/7/09,Issuance,,,8,,8,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,5/8/09,Issuance,,,8,,0,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,9-May,Physical Count,,,,,0,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/10/09,Physical Count,,,,,8,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/12/09,Issuance,,,8,,0,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/22/09,Receipt,,90,,,90,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/24/09,Issuance,,,7,,83,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/25/09,Issuance,,,10,,73,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/26/09,Issuance,,,8,,65,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/27/09,Issuance,,,10,,55,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/28/09,Issuance,,,11,,44,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/2/09,Physical Count,,,,,44,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/3/09,Issuance,,,7,,37,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/4/09,Issuance,,,8,,29,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/5/09,Issuance,,,10,,19,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/6/09,Issuance,,,8,,11,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/7/09,Issuance,,,11,,0,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,9-May,Physical Count,,,,,0,UNREADABLE,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,4/22/09,Receipt,,60,,,60,UNCLEAR UNITS,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,4/23/09,Issuance,,,10,,50,UNCLEAR UNITS,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,4/24/09,Issuance,,,10,,40,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,4/25/09,Issuance,,,8,,32,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,4/26/09,Issuance,,,4,,28,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/2/09,Physical Count,,,,,28,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/3/09,Issuance,,,7,,21,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/4/09,Issuance,,,8,,13,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/5/09,Issuance,,,7,,6,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/6/09,Issuance,,,6,,0,,,,0
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/30/09,Physical Count,,,,,0,UNREADABLE,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Nthonkho (Chama),Coartem 6,5/12/09,Physical Count,,,,,30,,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Nthonkho (Chama),Coartem 6,5/22/09,Receipt,,60,0,0,90,,Doses,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Nthonkho (Chama),Coartem 6,5/22/09,Issuance,,0,30,0,60,,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Nthonkho (Chama),Coartem 6,5/31/09,Physical Count,,,,,60,,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Nthonkho (Chama),Coartem 12,5/12/09,Physical Count,,,,,0,,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Nthonkho (Chama),Coartem 12,5/17/09,Receipt,,60,0,0,60,UNREADABLE,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Nthonkho (Chama),Coartem 12,5/22/09,Issuance,,0,30,0,30,UNREADABLE,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Nthonkho (Chama),Coartem 12,5/31/09,Physical Count,,,,,30,,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,9-Apr,Physical Count,,,,,30,Dates cut off,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,9-May,Receipt,,60,,,90,Dates cut off,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,9-May,Issuance,,,30,,60,Dates cut off,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,9-May,Issuance,,,30,,30,Dates cut off,,,0
nthonkho-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,9-May,Physical Count,,,,,30,Dates cut off,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,5/12/09,Physical Count,,,,,30,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,5/18/09,Receipt,,60,,,90,,Doses,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,5/22/09,Issuance,,,30,,60,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,5/31/09,Physical Count,,,,,60,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,6/10/09,Issuance,,,30,,30,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,6/25/09,Issuance,,,30,,0,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,6/30/09,Physical Count,,,,,0,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 12s,Chama,Nthonkho (Chama),Coartem 12,5/12/09,Physical Count,,,,,0,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 12s,Chama,Nthonkho (Chama),Coartem 12,5/18/09,Receipt,,60,0,0,60,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 12s,Chama,Nthonkho (Chama),Coartem 12,5/22/09,Issuance,,0,30,0,30,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 12s,Chama,Nthonkho (Chama),Coartem 12,5/31/09,Physical Count,,,,,30,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 12s,Chama,Nthonkho (Chama),Coartem 12,6/30/09,Physical Count,,,,,30,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 18s-1,Chama,Nthonkho (Chama),Coartem 18,5/12/09,Physical Count,,,,,30,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 18s-1,Chama,Nthonkho (Chama),Coartem 18,5/18/09,Receipt,,30,,,60,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 18s-1,Chama,Nthonkho (Chama),Coartem 18,5/31/09,Physical Count,,,,,60,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 18s-1,Chama,Nthonkho (Chama),Coartem 18,6/30/09,Physical Count,,,,,60,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,5/12/09,Physical Count,,,,,30,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,5/18/09,Receipt,,60,,,90,UNCLEAR UNITS,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,5/24/09,Issuance,,,30,,60,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,5/30/09,Issuance,,,30,,30,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,5/31/09,Physical Count,,,,,30,,,,0
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,6/30/09,Physical Count,,,,,30,,,,0
pondo-H.C-16-06-2009-artemether-lumefantrine 6s-1,Chama,Pondo (Chama),Coartem 6,5/2/09,Physical Count,,,,,0,UNREADABLE,,,0
pondo-H.C-16-06-2009-artemether-lumefantrine 6s-1,Chama,Pondo (Chama),Coartem 6,5/30/09,Physical Count,,,,,0,UNREADABLE,,,0
pondo-H.C-16-06-2009-artemether-lumefantrine 12s-1,Chama,Pondo (Chama),Coartem 12,5/2/09,Physical Count,,,,,60,,,,0
pondo-H.C-16-06-2009-artemether-lumefantrine 12s-1,Chama,Pondo (Chama),Coartem 12,5/30/09,Physical Count,,,,,60,,,,0
pondo-H.C-16-06-2009-artemether-lumefantrine 18s-1,Chama,Pondo (Chama),Coartem 18,5/2/09,Physical Count,,,,,60,,,,0
pondo-H.C-16-06-2009-artemether-lumefantrine 18s-1,Chama,Pondo (Chama),Coartem 18,5/18/09,Issuance,,,30,,30,,,,0
pondo-H.C-16-06-2009-artemether-lumefantrine 18s-1,Chama,Pondo (Chama),Coartem 18,5/30/09,Physical Count,,,,,30,,,,0
pondo-H.C-16-06-2009-artemether-lumefantrine 24s-1,Chama,Pondo (Chama),Coartem 24,5/2/09,Physical Count,,,,,30,,,,0
pondo-H.C-16-06-2009-artemether-lumefantrine 24s-1,Chama,Pondo (Chama),Coartem 24,5/26/09,Issuance,,,30,,0,,,,0
pondo-H.C-16-06-2009-artemether-lumefantrine 24s-1,Chama,Pondo (Chama),Coartem 24,5/26/09,Physical Count,,,,,0,,,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Sitwe (Chama),Coartem 6,5/22/09,Physical Count,,,,,1,,,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Sitwe (Chama),Coartem 6,5/25/09,Issuance,,,1,,0,,,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Sitwe (Chama),Coartem 6,5/31/09,Physical Count,,,,,0,,,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Sitwe (Chama),Coartem 12,5/22/09,Physical Count,,,,,4,,,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Sitwe (Chama),Coartem 12,5/23/09,Issuance,,,1,,3,,Boxes,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Sitwe (Chama),Coartem 12,5/31/09,Physical Count,,,,,3,,,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Sitwe (Chama),Coartem 12,6/3/09,Issuance,,,1,,2,,,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 18s-1,Chama,Sitwe (Chama),Coartem 18,5/22/09,Physical Count,,,,,60,,,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 18s-1,Chama,Sitwe (Chama),Coartem 18,5/31/09,Physical Count,,,,,60,,,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Sitwe (Chama),Coartem 24,5/22/09,Receipt,,60,,,60,,,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Sitwe (Chama),Coartem 24,5/26/09,Issuance,,,30,,30,,Doses,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Sitwe (Chama),Coartem 24,5/31/09,Physical Count,,,,,30,,,,0
sitwe-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Sitwe (Chama),Coartem 24,6/8/09,Issuance,,,30,,0,,Doses,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,2/17/09,Physical Count,,,,,60,,,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,2/18/09,Issuance,,,30,,30,,,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,2/24/09,Issuance,,,30,,0,,,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,2/28/09,Physical Count,,,,,0,,,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,3/15/09,Receipt,,60,,,60,,,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,3/16/09,Issuance,,,30,,30,,,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,3/22/09,Issuance,,,30,,0,,,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,3/30/09,Physical Count,,,,,0,,,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,5/12/09,Receipt,,30,,,30,,,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,5/13/09,Issuance,,,30,,0,,,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,5/28/09,Receipt,,240,,,240,,,,0
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,5/29/09,Issuance,,,30,,210,,,,0
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,2/17/09,Physical Count,,,,,60,,,,0
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,2/18/09,Issuance,,,30,,30,,,,0
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,2/24/09,Issuance,,,30,,0,,,,0
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,2/28/09,Physical Count,,,,,0,,,,0
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,3/15/09,Receipt,,60,,,60,,,,0
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,3/16/09,Issuance,,,30,,30,,,,0
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,3/22/09,Issuance,,,30,,0,,,,0
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,3/30/09,Physical Count,,,,,0,,,,0
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,5/12/09,Receipt,,60,,,60,,,,0
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,5/13/09,Issuance,,,30,,30,,,,0
