file_name,district,facility,drug_name,date,transaction_type,transacting_party,receipt,issuance,adjustment,stock_balance,units
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,2/28/08,Physical Count,,NA,NA,NA,50,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,3/1/08,Issuance,,NA,30,NA,20,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,3/12/08,Issuance,,NA,2,NA,18,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,3/21/08,Receipt,,18,NA,NA,0,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,3/31/08,Physical Count,,NA,NA,NA,0,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,4/30/08,Physical Count,,NA,NA,NA,0,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/9/08,Receipt,,60,NA,NA,60,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/9/08,Issuance,,NA,30,NA,30,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/15/08,Issuance,,NA,10,NA,20,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/15/08,Issuance,,NA,2,NA,18,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/18/08,Issuance,,NA,10,NA,8,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/20/08,Issuance,,NA,8,NA,0,
kanyelele.H.C-13-5-2009-artemether-lumefantrine-24s-1,Chama,Kanyelele (Chama),Coartem 24,5/30/08,Physical Count,,NA,0,NA,0,
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,5/9/08,Receipt,,60,NA,NA,60,
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,5/9/08,Issuance,,NA,30,NA,30,
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,5/14/08,Issuance,,NA,30,NA,0,
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,5/31/08,Physical Count,,NA,NA,NA,0,
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,6/12/08,Receipt,,60,NA,NA,60,
kanyelele.H.C-13-5-2009-artemther-lumefantrine-12s-1,Chama,Kanyelele (Chama),Coartem 12,6/12/08,Issuance,,NA,30,NA,30,
kapichilasenga.H.C-18-5-2009 artemether-lumefantrine 6s'-1,Chama,Kapichilasenga (Chama),Coartem 6,5/1/09,Physical Count,,NA,NA,NA,0,
lundu-H.C-21-5-2009-artemether-lumefantrine 24s-1,Chama,Lundu (Chama),Coartem 24,5/2/09,Physical Count,,NA,NA,NA,150,
lundu-H.C-21-5-2009-artemether-lumefantrine 24s-1,Chama,Lundu (Chama),Coartem 24,5/18/09,Issuance,,NA,30,NA,120,Doses
mapamba-H.C-17-06-2009-artemether-lumefantrine 6s-1,Chama,Mapamba (Chama),Coartem 6,5/1/09,Physical Count,,NA,NA,NA,60,
mapamba-H.C-17-06-2009-artemether-lumefantrine 6s-1,Chama,Mapamba (Chama),Coartem 6,5/5/09,Issuance,,NA,30,NA,30,
mapamba-H.C-17-06-2009-artemether-lumefantrine 6s-1,Chama,Mapamba (Chama),Coartem 6,5/15/09,Issuance,,NA,30,NA,0,
mapamba-H.C-17-06-2009-artemether-lumefantrine 6s-1,Chama,Mapamba (Chama),Coartem 6,5/31/09,Physical Count,,NA,NA,NA,0,
mapamba-H.C-17-06-2009-artemether-lumefantrine 6s-1,Chama,Mapamba (Chama),Coartem 6,6/13/09,Adjustment,,NA,NA,30,30,
mapamba-H.C-17-06-2009-artemether-lumefantrine 12s-1,Chama,Mapamba (Chama),Coartem 12,9-May,Physical Count,,NA,NA,NA,60,
mapamba-H.C-17-06-2009-artemether-lumefantrine 12s-1,Chama,Mapamba (Chama),Coartem 12,9-May,Issuance,,NA,30,NA,30,
mapamba-H.C-17-06-2009-artemether-lumefantrine 12s-1,Chama,Mapamba (Chama),Coartem 12,9-May,Issuance,,NA,30,NA,0,
mapamba-H.C-17-06-2009-artemether-lumefantrine 12s-1,Chama,Mapamba (Chama),Coartem 12,9-May,Physical Count,,NA,NA,NA,0,
mapamba-H.C-17-06-2009-artemether-lumefantrine 12s-1,Chama,Mapamba (Chama),Coartem 12,9-Jun,Adjustment,,NA,NA,30,30,
mapamba-H.C-17-06-2009-artemether-lumefantrine 18s-1,Chama,Mapamba (Chama),Coartem 18,5/1/09,Physical Count,,NA,NA,NA,60,
mapamba-H.C-17-06-2009-artemether-lumefantrine 18s-1,Chama,Mapamba (Chama),Coartem 18,5/5/09,Issuance,,NA,30,NA,30,
mapamba-H.C-17-06-2009-artemether-lumefantrine 18s-1,Chama,Mapamba (Chama),Coartem 18,5/15/09,Issuance,,NA,30,NA,0,
mapamba-H.C-17-06-2009-artemether-lumefantrine 18s-1,Chama,Mapamba (Chama),Coartem 18,5/31/09,Physical Count,,NA,NA,NA,0,
mapamba-H.C-17-06-2009-artemether-lumefantrine 18s-1,Chama,Mapamba (Chama),Coartem 18,6/13/09,Adjustment,,NA,NA,30,30,
mphyanakunda-H.C-19-06-2009-artemether 12s-1,Chama,Mphyanakunda (Chama),Coartem 12,5/29/09,Receipt,,90,NA,NA,90,
mphyanakunda-H.C-19-06-2009-artemether 12s-1,Chama,Mphyanakunda (Chama),Coartem 12,6/5/09,Issuance,,NA,30,NA,60,
mphyanakunda-H.C-19-06-2009-artemether 12s-1,Chama,Mphyanakunda (Chama),Coartem 12,6/24/09,Physical Count,,NA,NA,NA,60,
mphyanakunda-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Mphyanakunda (Chama),Coartem 6,4/28/09,Physical Count,,NA,NA,NA,20,
mphyanakunda-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Mphyanakunda (Chama),Coartem 6,9-May,Receipt,,30,NA,NA,50,
mphyanakunda-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Mphyanakunda (Chama),Coartem 6,9-Jun,Physical Count,,NA,NA,NA,50,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Physical Count,,NA,NA,NA,10,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,NA,10,NA,0,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Receipt,,60,NA,NA,60,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,NA,12,NA,48,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,NA,4,NA,44,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Physical Count,,NA,NA,NA,44,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,NA,10,NA,34,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,NA,10,NA,24,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,NA,12,NA,12,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,NA,7,NA,5,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Issuance,,NA,5,NA,0,
mulilo-H.C-05-07-2009-artemether-lumefantrine-6s-1,Chama,Mulilo (Chama),Coartem 6,9-May,Physical Count,,NA,NA,NA,0,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/10/09,Physical Count,,NA,NA,NA,12,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/11/09,Issuance,,NA,8,NA,4,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/12/09,Issuance,,NA,4,NA,0,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/21/09,Receipt,,90,NA,NA,90,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/24/09,Issuance,,NA,12,NA,78,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/25/09,Issuance,,NA,10,NA,68,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/26/09,Issuance,,NA,12,NA,56,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/27/09,Issuance,,NA,10,NA,46,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,4/28/09,Issuance,,NA,10,NA,36,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,5/2/09,Physical Count,,NA,NA,NA,36,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,5/4/09,Issuance,,NA,10,NA,26,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,5/6/09,Issuance,,NA,10,NA,16,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,5/7/09,Issuance,,NA,8,NA,8,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,5/8/09,Issuance,,NA,8,NA,0,
mulilo-H.C-05-07-2009-artemether-lumefantrine-18s-1,Chama,Mulilo (Chama),Coartem 18,9-May,Physical Count,,NA,NA,NA,0,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/10/09,Physical Count,,NA,NA,NA,8,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/12/09,Issuance,,NA,8,NA,0,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/22/09,Receipt,,90,NA,NA,90,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/24/09,Issuance,,NA,7,NA,83,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/25/09,Issuance,,NA,10,NA,73,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/26/09,Issuance,,NA,8,NA,65,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/27/09,Issuance,,NA,10,NA,55,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,4/28/09,Issuance,,NA,11,NA,44,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/2/09,Physical Count,,NA,NA,NA,44,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/3/09,Issuance,,NA,7,NA,37,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/4/09,Issuance,,NA,8,NA,29,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/5/09,Issuance,,NA,10,NA,19,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/6/09,Issuance,,NA,8,NA,11,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,5/7/09,Issuance,,NA,11,NA,0,
mulilo-H.C-05-07-2009-artemether-lumefantrine-24s-1,Chama,Mulilo (Chama),Coartem 24,9-May,Physical Count,,NA,NA,NA,0,
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,4/22/09,Receipt,,60,NA,NA,60,
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,4/23/09,Issuance,,NA,10,NA,50,
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,4/24/09,Issuance,,NA,10,NA,40,
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,4/25/09,Issuance,,NA,8,NA,32,
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,4/26/09,Issuance,,NA,4,NA,28,
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/2/09,Physical Count,,NA,NA,NA,28,
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/3/09,Issuance,,NA,7,NA,21,
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/4/09,Issuance,,NA,8,NA,13,
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/5/09,Issuance,,NA,7,NA,6,
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/6/09,Issuance,,NA,6,NA,0,
mulilo-H.C-05-07-2009-artemether-lumefantrine -12s-1,Chama,Mulilo (Chama),Coartem 12,5/30/09,Physical Count,,NA,NA,NA,0,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Nthonkho (Chama),Coartem 6,5/12/09,Physical Count,,NA,NA,NA,30,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Nthonkho (Chama),Coartem 6,5/22/09,Receipt,,60,0,0,90,Doses
nthonkho-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Nthonkho (Chama),Coartem 6,5/22/09,Issuance,,0,30,0,60,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Nthonkho (Chama),Coartem 6,5/31/09,Physical Count,,NA,NA,NA,60,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Nthonkho (Chama),Coartem 12,5/12/09,Physical Count,,NA,NA,NA,0,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Nthonkho (Chama),Coartem 12,5/17/09,Receipt,,60,0,0,60,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Nthonkho (Chama),Coartem 12,5/22/09,Issuance,,0,30,0,30,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Nthonkho (Chama),Coartem 12,5/31/09,Physical Count,,NA,NA,NA,30,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,9-Apr,Physical Count,,NA,NA,NA,30,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,9-May,Receipt,,60,NA,NA,90,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,9-May,Issuance,,NA,30,NA,60,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,9-May,Issuance,,NA,30,NA,30,
nthonkho-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,9-May,Physical Count,,NA,NA,NA,30,
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,5/12/09,Physical Count,,NA,NA,NA,30,
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,5/18/09,Receipt,,60,NA,NA,90,Doses
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,5/22/09,Issuance,,NA,30,NA,60,
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,5/31/09,Physical Count,,NA,NA,NA,60,
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,6/10/09,Issuance,,NA,30,NA,30,
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,6/25/09,Issuance,,NA,30,NA,0,
nthonkho-H.C-27-07-2009-artemether-lumefantrine-6s,Chama,Nthonkho (Chama),Coartem 6,6/30/09,Physical Count,,NA,NA,NA,0,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 12s,Chama,Nthonkho (Chama),Coartem 12,5/12/09,Physical Count,,NA,NA,NA,0,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 12s,Chama,Nthonkho (Chama),Coartem 12,5/18/09,Receipt,,60,0,0,60,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 12s,Chama,Nthonkho (Chama),Coartem 12,5/22/09,Issuance,,0,30,0,30,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 12s,Chama,Nthonkho (Chama),Coartem 12,5/31/09,Physical Count,,NA,NA,NA,30,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 12s,Chama,Nthonkho (Chama),Coartem 12,6/30/09,Physical Count,,NA,NA,NA,30,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 18s-1,Chama,Nthonkho (Chama),Coartem 18,5/12/09,Physical Count,,NA,NA,NA,30,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 18s-1,Chama,Nthonkho (Chama),Coartem 18,5/18/09,Receipt,,30,NA,NA,60,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 18s-1,Chama,Nthonkho (Chama),Coartem 18,5/31/09,Physical Count,,NA,NA,NA,60,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 18s-1,Chama,Nthonkho (Chama),Coartem 18,6/30/09,Physical Count,,NA,NA,NA,60,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,5/12/09,Physical Count,,NA,NA,NA,30,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,5/18/09,Receipt,,60,NA,NA,90,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,5/24/09,Issuance,,NA,30,NA,60,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,5/30/09,Issuance,,NA,30,NA,30,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,5/31/09,Physical Count,,NA,NA,NA,30,
nthonkho-H.C-27-07-2009-artemether-lumefantrine 24s-1,Chama,Nthonkho (Chama),Coartem 24,6/30/09,Physical Count,,NA,NA,NA,30,
pondo-H.C-16-06-2009-artemether-lumefantrine 6s-1,Chama,Pondo (Chama),Coartem 6,5/2/09,Physical Count,,NA,NA,NA,0,
pondo-H.C-16-06-2009-artemether-lumefantrine 6s-1,Chama,Pondo (Chama),Coartem 6,5/30/09,Physical Count,,NA,NA,NA,0,
pondo-H.C-16-06-2009-artemether-lumefantrine 12s-1,Chama,Pondo (Chama),Coartem 12,5/2/09,Physical Count,,NA,NA,NA,60,
pondo-H.C-16-06-2009-artemether-lumefantrine 12s-1,Chama,Pondo (Chama),Coartem 12,5/30/09,Physical Count,,NA,NA,NA,60,
pondo-H.C-16-06-2009-artemether-lumefantrine 18s-1,Chama,Pondo (Chama),Coartem 18,5/2/09,Physical Count,,NA,NA,NA,60,
pondo-H.C-16-06-2009-artemether-lumefantrine 18s-1,Chama,Pondo (Chama),Coartem 18,5/18/09,Issuance,,NA,30,NA,30,
pondo-H.C-16-06-2009-artemether-lumefantrine 18s-1,Chama,Pondo (Chama),Coartem 18,5/30/09,Physical Count,,NA,NA,NA,30,
pondo-H.C-16-06-2009-artemether-lumefantrine 24s-1,Chama,Pondo (Chama),Coartem 24,5/2/09,Physical Count,,NA,NA,NA,30,
pondo-H.C-16-06-2009-artemether-lumefantrine 24s-1,Chama,Pondo (Chama),Coartem 24,5/26/09,Issuance,,NA,30,NA,0,
pondo-H.C-16-06-2009-artemether-lumefantrine 24s-1,Chama,Pondo (Chama),Coartem 24,5/26/09,Physical Count,,NA,NA,NA,0,
sitwe-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Sitwe (Chama),Coartem 6,5/22/09,Physical Count,,NA,NA,NA,1,
sitwe-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Sitwe (Chama),Coartem 6,5/25/09,Issuance,,NA,1,NA,0,
sitwe-H.C-19-06-2009-artemether-lumefantrine 6s-1,Chama,Sitwe (Chama),Coartem 6,5/31/09,Physical Count,,NA,NA,NA,0,
sitwe-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Sitwe (Chama),Coartem 12,5/22/09,Physical Count,,NA,NA,NA,4,
sitwe-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Sitwe (Chama),Coartem 12,5/23/09,Issuance,,NA,1,NA,3,Boxes
sitwe-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Sitwe (Chama),Coartem 12,5/31/09,Physical Count,,NA,NA,NA,3,
sitwe-H.C-19-06-2009-artemether-lumefantrine 12s-1,Chama,Sitwe (Chama),Coartem 12,6/3/09,Issuance,,NA,1,NA,2,
sitwe-H.C-19-06-2009-artemether-lumefantrine 18s-1,Chama,Sitwe (Chama),Coartem 18,5/22/09,Physical Count,,NA,NA,NA,60,
sitwe-H.C-19-06-2009-artemether-lumefantrine 18s-1,Chama,Sitwe (Chama),Coartem 18,5/31/09,Physical Count,,NA,NA,NA,60,
sitwe-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Sitwe (Chama),Coartem 24,5/22/09,Receipt,,60,NA,NA,60,
sitwe-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Sitwe (Chama),Coartem 24,5/26/09,Issuance,,NA,30,NA,30,Doses
sitwe-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Sitwe (Chama),Coartem 24,5/31/09,Physical Count,,NA,NA,NA,30,
sitwe-H.C-19-06-2009-artemether-lumefantrine 24s-1,Chama,Sitwe (Chama),Coartem 24,6/8/09,Issuance,,NA,30,NA,0,Doses
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,2/17/09,Physical Count,,NA,NA,NA,60,
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,2/18/09,Issuance,,NA,30,NA,30,
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,2/24/09,Issuance,,NA,30,NA,0,
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,2/28/09,Physical Count,,NA,NA,NA,0,
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,3/15/09,Receipt,,60,NA,NA,60,
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,3/16/09,Issuance,,NA,30,NA,30,
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,3/22/09,Issuance,,NA,30,NA,0,
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,3/30/09,Physical Count,,NA,NA,NA,0,
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,5/12/09,Receipt,,30,NA,NA,30,
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,5/13/09,Issuance,,NA,30,NA,0,
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,5/28/09,Receipt,,240,NA,NA,240,
tebwe.H.C-28-5-2009-artemether-lumefantrine 12s-1,Chama,Tembwe (Chama),Coartem 12,5/29/09,Issuance,,NA,30,NA,210,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,2/17/09,Physical Count,,NA,NA,NA,60,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,2/18/09,Issuance,,NA,30,NA,30,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,2/24/09,Issuance,,NA,30,NA,0,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,2/28/09,Physical Count,,NA,NA,NA,0,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,3/15/09,Receipt,,60,NA,NA,60,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,3/16/09,Issuance,,NA,30,NA,30,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,3/22/09,Issuance,,NA,30,NA,0,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,3/30/09,Physical Count,,NA,NA,NA,0,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,5/12/09,Receipt,,60,NA,NA,60,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,5/13/09,Issuance,,NA,30,NA,30,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,5/28/09,Receipt,,240,NA,NA,270,
tembwe.H.C-28-5-2009-artemether-lumefantrine 6s-1,Chama,Tembwe (Chama),Coartem 6,5/28/09,Issuance,,NA,30,NA,240,
tembwe.H.C-28-5-2009-artemether-lumefantrine 18s-1,Chama,Tembwe (Chama),Coartem 18,2/17/09,Physical Count,,NA,NA,NA,60,
tembwe.H.C-28-5-2009-artemether-lumefantrine 18s-1,Chama,Tembwe (Chama),Coartem 18,2/18/09,Issuance,,NA,30,NA,30,
tembwe.H.C-28-5-2009-artemether-lumefantrine 18s-1,Chama,Tembwe (Chama),Coartem 18,2/24/09,Issuance,,NA,30,NA,0,
